Kennedy Space Center (KSC),Government of Spain,Agreement on Space Cooperation Betweenthe United States of America and the Kingdomof Spain,11-Jul-91,31-Dec-00,null,,,
Headquarters (HQ),National Institute for Aerospace Technology(INTA),Agreement on Cooperative Activities BetweenNASA and the National Institute For AerospaceTechnology of Spain,2-Dec-91,31-Dec-00,null,,,
Goddard Space Flight Center (GSFC),United Kingdom Space Agency (UKSA),Terra/Earth Observing System (EOS AM-1):Multi-Angle Imaging Spectro-Radiometer(MISR),11-Sep-92,31-Dec-20,null,,,
Goddard Space Flight Center (GSFC),United Kingdom Space Agency (UKSA),Aqua/Terra/Earth Observing System (EOS AM-1 and PM-1): Moderate Resolution ImagingSpectrometer (MODIS),11-Sep-92,31-Dec-20,null,,,
Jet Propulsion Laboratory (JPL),United Kingdom Space Agency (UKSA),Aqua/Earth Observing System (EOS PM-1):AIRS/AMSU/MHS,11-Sep-92,31-Dec-20,null,,,
Jet Propulsion Laboratory (JPL),National Centre for Space Studies (CNES),Instrument Team for Atmospheric InfraredSounder (AIRS)/Advanced MicrowaveSounding Unit-A (AMSU)/Microwave HumiditySounder (MHS) Instruments of Earth ObservingSystem (EOS PM-1)/Aqua,16-Feb-93,31-Dec-20,null,,,
Goddard Space Flight Center (GSFC),National Centre for Space Studies (CNES),Instrument Team for CERES Instrument ofEarth Observing System (EOS AM-1 and PM-1)/Aqua/Terra,16-Feb-93,31-Dec-20,null,,,
Goddard Space Flight Center (GSFC),National Centre for Space Studies (CNES),Instrument Team for MODIS Instrument ofEarth Observing System (EOS AM-1 and PM-1)/Aqua/Terra,16-Feb-93,31-Dec-20,null,,,
Goddard Space Flight Center (GSFC),Russian Federal Space Agency (Roskosmos),WIND Mission/Cooperation in the Konus-WIND Experiment,28-Oct-94,31-Dec-23,null,,,
Goddard Space Flight Center (GSFC),Canadian Space Agency(CSA),Flight of the Measurements of Pollution in theTroposphere (MOPITT) Instrument on EarthObserving System (EOS AM)/Terra,15-Nov-94,31-Dec-25,null,,,
Headquarters (HQ),Russian Federal Space Agency (Roskosmos),Global Learning and Observations to Benefitthe Environment (GLOBE),16-Dec-94,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education and the Department of Environmental Protection,Global Learning and Observations to Benefitthe Environment (GLOBE),30-Jan-95,31-Dec-00,null,,,
Headquarters (HQ),Government of the Kingdom of the Netherlands,Global Learning and Observations to Benefitthe Environment (GLOBE),28-Feb-95,31-Dec-00,null,,,
Headquarters (HQ),Government of the Republic of Senegal,Global Learning and Observations to Benefitthe Environment (GLOBE),17-Mar-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),20-Mar-95,31-Dec-00,null,,,
Headquarters (HQ),National Board of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),23-Mar-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of the Environment,Global Learning and Observations to Benefitthe Environment (GLOBE),24-Mar-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),24-Mar-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Ecology and Biological Resources,Global Learning and Observations to Benefitthe Environment (GLOBE),27-Mar-95,31-Dec-00,null,,,
Headquarters (HQ),Government of theKingdom of Norway,Global Learning and Observations to Benefitthe Environment (GLOBE),5-Apr-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education andSport,Global Learning and Observations to Benefitthe Environment (GLOBE),12-Apr-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of EducationYouth and Sport,Global Learning and Observations to Benefitthe Environment (GLOBE),20-Apr-95,31-Dec-00,null,,,
Headquarters (HQ),Federal Ministry ofEducation,Global Learning and Observations to Benefitthe Environment (GLOBE),20-Apr-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Housing LandUse Planning and theEnvironment,Global Learning and Observations to Benefitthe Environment (GLOBE),21-Apr-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),21-Apr-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of SustainableDevelopment and Planning(MDSP),Global Learning and Observations to Benefitthe Environment (GLOBE),22-Apr-95,31-Dec-00,null,,,
Headquarters (HQ),Government of Japan,Cross-Waiver of Liability for Cooperation inPeaceful Exploration and Use of Outer Space,24-Apr-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of NationalEducation,Global Learning and Observations to Benefitthe Environment (GLOBE),28-Apr-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of NationalEducation,Global Learning and Observations to Benefitthe Environment (GLOBE),5-May-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),22-May-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),9-Jun-95,31-Dec-00,null,,,
Headquarters (HQ),Department of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),12-Jun-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Culture andEducation,Global Learning and Observations to Benefitthe Environment (GLOBE),28-Jun-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Environment ofTunisia,Global Learning and Observations to Benefitthe Environment (GLOBE),27-Jul-95,31-Dec-00,null,,,
Headquarters (HQ),National Agency forEducation,Global Learning and Observations to Benefitthe Environment (GLOBE),23-Aug-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Planning andCooperation,Global Learning and Observations to Benefitthe Environment (GLOBE),27-Sep-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to benefitthe Environment (GLOBE),11-Dec-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of NationalEducation and ReligiousAffairs,Global Learning and Observations to Benefitthe Environment (GLOBE),12-Dec-95,31-Dec-00,null,,,
Headquarters (HQ),Ministry of NationalEducation,Global Learning and Observations to Benefitthe Environment (GLOBE),27-Mar-96,31-Dec-00,null,,,
Headquarters (HQ),Ministry of theEnvironment and Energy,Global Learning and Observations to Benefitthe Environment (GLOBE),22-Apr-96,31-Dec-00,null,,,
Headquarters (HQ),Education Ministry,Global Learning and Observations to benefitthe Environment (GLOBE),22-Apr-96,31-Dec-00,null,,,
Headquarters (HQ),Department of theEnvironment,Global Learning and Observations to Benefitthe Environment (GLOBE),1-May-96,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),19-Jun-96,31-Dec-00,null,,,
Headquarters (HQ),National EnvironmentalAgency,Global Learning and Observations to Benefitthe Environment (GLOBE),12-Jul-96,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),16-Jul-96,31-Dec-00,null,,,
Headquarters (HQ),Ministry of NationalEducation and ProfessionalTraining,Global Learning and Observations to Benefitthe Environment (GLOBE),10-Oct-96,31-Dec-00,null,,,
Headquarters (HQ),Republic of MarshallIslands Government,Global Learning and Observations to Benefitthe Environment (GLOBE),17-Oct-96,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Environment,Global Learning and Observations to Benefitthe Environment (GLOBE),31-Oct-96,31-Dec-00,null,,,
Headquarters (HQ),Ministry of EnvironmentNatural Resources andFisheries,Global Learning and Observations to Benefitthe Environment (GLOBE),15-Nov-96,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),21-Jan-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),28-Jan-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),30-Jan-97,31-Dec-00,null,,,
Headquarters (HQ),Government of SouthAfrica,Global Learning and Observations to Benefitthe Environment (GLOBE),17-Feb-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education andEconomic Development ofBermuda,Global Learning and Observations to Benefitthe Environment (GLOBE) with Ministry ofEducation and Culture of the United Republicof Tanzania,1-Apr-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),2-Apr-97,31-Dec-00,null,,,
Headquarters (HQ),Government of Canada,Global Learning and Observations to Benefitthe Environment (GLOBE),7-Apr-97,31-Dec-00,null,,,
Headquarters (HQ),Government of Mongolia,Global Learning and Observations to Benefitthe Environment (GLOBE),6-May-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),29-May-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Science andCulture,Global Learning and Observations to Benefitthe Environment (GLOBE),30-May-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),9-Jun-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Secondary andPrimary Education,Global Learning and Observations to Benefitthe Environment (GLOBE),11-Jun-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),20-Jun-97,1-Jan-00,null,,,
Headquarters (HQ),National EnvironmentalCouncil,Global Learning and Observations to Benefitthe Environment (GLOBE),18-Jul-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),15-Sep-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Basic Educationand Culture,Global Learning and Observations to Benefitthe Environment (GLOBE),8-Oct-97,31-Dec-00,null,,,
Johnson Space Center (JSC),Italian Space Agency (ASI),Memorandum of Understanding (MOU)Between NASA and the Italian Space Agency(ASI) for the Design Development Operationand Utilization of Three Mini-PressurizedLogistics Modules for the International SpaceStation (ISS),9-Oct-97,31-Dec-24,null,,,
Headquarters (HQ),National Department ofEducation,Global Learning and Observations to Benefitthe Environment (GLOBE),7-Nov-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of NationalEducation and ProfessionalTraining,Global Learning and Observations to Benefitthe Environment (GLOBE),13-Nov-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of EnvironmentLocal Government andRural Development,Global Learning and Observations to Benefitthe Environment (GLOBE),18-Nov-97,31-Dec-00,null,,,
Headquarters (HQ),Government of theRepublic of Mali,Global Learning and Observations to Benefitthe Environment (GLOBE),19-Nov-97,31-Dec-00,null,,,
Headquarters (HQ),National Central School ofAgriculture,Global Learning and Observations to Benefitthe Environment (GLOBE),5-Dec-97,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education andPopular Development,Global Learning and Observations to Benefitthe Environment (GLOBE),23-Dec-97,31-Dec-00,null,,,
Johnson Space Center (JSC),Canadian Space Agency(CSA) Japan AerospaceExploration Agency (JAXA)European Space Agency(ESA) Russian FederalSpace Agency (Roskosmos),Umbrella/Framework Agreement Among theGovernment of Canada Governments ofMember States of the European Space Agency(ESA) the Government of Japan theGovernment of the Russian Federation andthe Government of the United States ofAmerica Concerning Cooperation on the CivilInternational Space Station,29-Jan-98,31-Dec-24,null,,,
Johnson Space Center (JSC),European Space Agency(ESA),Memorandum of Understanding (MOU)Between NASA and the European Space Agency (ESA) Concerning Cooperation on theCivil International Space Station (ISS),29-Jan-98,31-Dec-24,null,,,
Johnson Space Center (JSC),Canadian Space Agency(CSA),Memorandum of Understanding (MOU)Between NASA and the Canadian Space Agency (CSA) Concerning Cooperation on theCivil International Space Station (ISS),29-Jan-98,31-Dec-20,null,,,
Johnson Space Center (JSC),Russian Federal Space Agency (Roskosmos),Memorandum of Understanding (MOU)Between NASA and the Russian Space AgencyConcerning Cooperation on the CivilInternational Space Station,29-Jan-98,31-Dec-24,null,,,
Johnson Space Center (JSC),Japan AerospaceExploration Agency (JAXA)Ministry for EducationCulture Sports Science &Technology (MEXT),Memorandum of Understanding (MOU)Between NASA and the Government of JapanConcerning Cooperation on the CivilInternational Space Station (ISS),24-Feb-98,31-Dec-20,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),20-Mar-98,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),16-Apr-98,31-Dec-00,null,,,
Headquarters (HQ),Federal Department forEnvironment TransportEnergy andCommunication,Global Learning and Observations to Benefitthe Environment (GLOBE),22-Apr-98,31-Dec-00,null,,,
Headquarters (HQ),Government of Spain,Global Learning and Observations to Benefitthe Environment (GLOBE),5-May-98,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Pre-UniversityEducation,Global Learning and Observations to Benefitthe Environment (GLOBE),14-May-98,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Foreign Affairs,Global Learning and Observations to Benefitthe Environment (GLOBE),24-Aug-98,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education andScience,Global Learning and Observations to Benefitthe Environment (GLOBE),8-Sep-98,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education andthe Environment,Global Learning and Observations to Benefitthe Environment (GLOBE),28-Oct-98,31-Dec-00,null,,,
Headquarters (HQ),Ministry of NationalEducation,Global Learning and Observations to Benefitthe Environment (GLOBE),6-Nov-98,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education andCulture,Global Learning and Observations to benefitthe Environment (GLOBE),24-Nov-98,31-Dec-00,null,,,
Headquarters (HQ),Government of Uganda,Global Learning and Observations to Benefitthe Environment (GLOBE),26-Nov-98,31-Dec-00,null,,,
